Type,Addr,Register Description
F32,6466,Trend Datapoint 32
F32,6468,Trend Datapoint 33
F32,6470,Trend Datapoint 34
F32,6472,Trend Datapoint 35
F32,6474,Trend Datapoint 36
F32,6476,Trend Datapoint 37
F32,6478,Trend Datapoint 38
F32,6480,Trend Datapoint 39
F32,6482,Trend Datapoint 40
F32,6484,Trend Datapoint 41
F32,6486,Trend Datapoint 42
F32,6488,Trend Datapoint 43
F32,6490,Trend Datapoint 44
F32,6492,Trend Datapoint 45
F32,6494,Trend Datapoint 46
F32,6496,Trend Datapoint 47
F32,6498,Trend Datapoint 48
F32,6500,Trend Datapoint 49
F32,6502,Trend Datapoint 50
F32,6504,Trend Datapoint 51
F32,6506,Trend Datapoint 52
F32,6508,Trend Datapoint 53
F32,6510,Trend Datapoint 54
F32,6512,Trend Datapoint 55
F32,6514,Trend Datapoint 56
F32,6516,Trend Datapoint 57
F32,6518,Trend Datapoint 58
F32,6520,Trend Datapoint 59
U16,6522,Current Hour Index
U16,6523,Current Datapoint Index
U16,6524,Data Set Index for 5700 Trend Data (0-71)
U16,6525,Trend Datapoint 0
U16,6526,Trend Datapoint 1
U16,6527,Trend Datapoint 2
U16,6528,Trend Datapoint 3
U16,6529,Trend Datapoint 4
U16,6530,Trend Datapoint 5
U16,6531,Trend Datapoint 6
U16,6532,Trend Datapoint 7
U16,6533,Trend Datapoint 8
U16,6534,Trend Datapoint 9
U16,6535,Trend Datapoint 10
U16,6536,Trend Datapoint 11
U16,6537,Trend Datapoint 12
U16,6538,Trend Datapoint 13
U16,6539,Trend Datapoint 14
U16,6540,Trend Datapoint 15
U16,6541,Trend Datapoint 16
U16,6542,Trend Datapoint 17
U16,6543,Trend Datapoint 18
U16,6544,Trend Datapoint 19
U16,6545,Trend Datapoint 20
U16,6546,Trend Datapoint 21
U16,6547,Trend Datapoint 22
U16,6548,Trend Datapoint 23
U16,6549,Trend Datapoint 24
U16,6550,Trend Datapoint 25
U16,6551,Trend Datapoint 26
U16,6552,Trend Datapoint 27
U16,6553,Trend Datapoint 28
U16,6554,Trend Datapoint 29
U16,6555,Trend Datapoint 30
U16,6556,Trend Datapoint 31
U16,6557,Trend Datapoint 32
U16,6558,Trend Datapoint 33
U16,6559,Trend Datapoint 34
U16,6560,Trend Datapoint 35
U16,6561,Trend Datapoint 36
U16,6562,Trend Datapoint 37
U16,6563,Trend Datapoint 38
U16,6564,Trend Datapoint 39
U16,6565,Trend Datapoint 40
U16,6566,Trend Datapoint 41
U16,6567,Trend Datapoint 42
U16,6568,Trend Datapoint 43
U16,6569,Trend Datapoint 44
U16,6570,Trend Datapoint 45
U16,6571,Trend Datapoint 46
U16,6572,Trend Datapoint 47
U16,6573,Trend Datapoint 48
U16,6574,Trend Datapoint 49
U16,6575,Trend Datapoint 50
U16,6576,Trend Datapoint 51
U16,6577,Trend Datapoint 52
U16,6578,Trend Datapoint 53
U16,6579,Trend Datapoint 54
U16,6580,Trend Datapoint 55
U16,6581,Trend Datapoint 56
U16,6582,Trend Datapoint 57
U16,6583,Trend Datapoint 58
U16,6584,Trend Datapoint 59
U16,6585,Trend Datapoint 60
U16,6586,Trend Datapoint 61
U16,6587,Trend Datapoint 62
U16,6588,Trend Datapoint 63
U16,6589,Trend Datapoint 64
U16,6590,Trend Datapoint 65
U16,6591,Trend Datapoint 66
U16,6592,Trend Datapoint 67
U16,6593,Trend Datapoint 68
U16,6594,Trend Datapoint 69
U16,6595,Trend Datapoint 70
U16,6596,Trend Datapoint 71
U16,6597,Trend Datapoint 72
U16,6598,Trend Datapoint 73
U16,6599,Trend Datapoint 74
U16,6600,Trend Datapoint 75
U16,6601,Trend Datapoint 76
U16,6602,Trend Datapoint 77
U16,6603,Trend Datapoint 78
U16,6604,Trend Datapoint 79
U16,6605,Trend Datapoint 80
U16,6606,Trend Datapoint 81
U16,6607,Trend Datapoint 82
U16,6608,Trend Datapoint 83
U16,6609,Trend Datapoint 84
U16,6610,Trend Datapoint 85
U16,6611,Trend Datapoint 86
U16,6612,Trend Datapoint 87
U16,6613,Trend Datapoint 88
U16,6614,Trend Datapoint 89
U16,6615,Trend Datapoint 90
U16,6616,Trend Datapoint 91
U16,6617,Trend Datapoint 92
U16,6618,Trend Datapoint 93
U16,6619,Trend Datapoint 94
U16,6620,Trend Datapoint 95
U16,6621,Trend Datapoint 96
U16,6622,Trend Datapoint 97
U16,6623,Trend Datapoint 98
U16,6624,Trend Datapoint 99
U16,6625,Trend Datapoint 100
U16,6626,Trend Datapoint 101
U16,6627,Trend Datapoint 102
U16,6628,Trend Datapoint 103
U16,6629,Trend Datapoint 104
U16,6630,Trend Datapoint 105
U16,6631,Trend Datapoint 106
U16,6632,Trend Datapoint 107
U16,6633,Trend Datapoint 108
U16,6634,Trend Datapoint 109
U16,6635,Trend Datapoint 110
U16,6636,Trend Datapoint 111
U16,6637,Trend Datapoint 112
U16,6638,Trend Datapoint 113
U16,6639,Trend Datapoint 114
U16,6640,Trend Datapoint 115
U16,6641,Trend Datapoint 116
U16,6642,Trend Datapoint 117
U16,6643,Trend Datapoint 118
U16,6644,Trend Datapoint 119
U16,6645,Current Data Set Index
U16,6646,Current Data Point Index
U16,6859,Status for MicroLoad support (ETO23317 and ETO23182)
U32,6860,Number of Bytes of File Read
A242,6862,
U32,6983,Number of Bytes of File Write
A242,6985,Data Blocks of File during File Write
U16,7106,File Exception Register
U32,7107,File Checksum
U64,7109,Filesystem Freespace  (or Internal Memory)
U16,7113,"Bit #0 – Flow Direction  (0=Forward/Zero, 1=Reverse)"
U16,7114,Hornet Update index
U16,7115,Hornet Update value - Notify Hornet of change of some specific parameters through the host other than modbus
U16,7116,Fieldbus  AI TargetMode1 
U16,7117,Fieldbus AI ActualMode1  
U16,7118,Fieldbus AI Channel1     
U16,7119,Fieldbus AI XDScaleUnits1
U16,7120,Fieldbus AI LType1       
U16,7121,Fieldbus AI TargetMode2  
U16,7122,Fieldbus AI ActualMode2  
U16,7123,Fieldbus AI Channel2     
U16,7124,Fieldbus AI XDScaleUnits2
U16,7125,Fieldbus AI LType2       
U16,7126,Fieldbus AI TargetMode3  
U16,7127,Fieldbus AI ActualMode3  
U16,7128,Fieldbus AI Channel3     
U16,7129,Fieldbus AI XDScaleUnits3
U16,7130,Fieldbus AI LType3       
U16,7131,overwrite Field reference point Count
U16,7132,LOI PIC Checksum
U16,7133,LCD PIC Checksum
U16,7134,LCD PIC Revision
U16,7135,LCD PIC Status
U8,7136,"Preamble_length(0=One Byte,1= Two Byte, 2=Four Byte, 3= Eight Byte) "
U16,7137,Production Type
U16,7138,Fluid Type
U16,7139,Fieldbus Integrator2 Block Type
F32,7140,Phase Flow Severity
U8,7142,Active Curve Concentration Unit Code
U16,7148,2nd Sensor Slave Address (RS485 only)
U16,7149,Zero Log Mem Location
U16,7150,Zero Log Index
F32,7152,Zero Log - Auto Zero Value
U32,7154,Zero Log - Auto Zero Time 
F32,7156,Zero Log - Max Temperature
F32,7158,Zero Log - Max Density
F32,7160,Zero Log - Max Drive Gain
F32,7162,Zero Log - Min Temperature
F32,7164,Zero Log - Min Density
F32,7166,Zero Log - Min Drive Gain
F32,7168,Min Mass Flow Threshold to Reset Total in CT-CMC mode
U16,7170,Zero Log - Slot 0 Configuration Index
U16,7171,Zero Log - Slot 1 Configuration Index
U16,7172,Zero Log - Slot 2 Configuration Index
U16,7173,Zero Log - Slot 3 Configuration Index
U16,7174,Zero Log - Slot 4 Configuration Index
U16,7175,Zero Log - Slot 5 Configuration Index
U16,7176,Zero Log - Slot 6 Configuration Index
U16,7177,Zero Log - Slot 7 Configuration Index
U32,7178,Zero Log - Slot 0 Configuration 
F32,7180,Zero Log - Slot 1 Configuration 
F32,7182,Zero Log - Slot 2 Configuration 
F32,7184,Zero Log - Slot 3 Configuration 
F32,7186,Zero Log - Slot 4 Configuration 
F32,7188,Zero Log - Slot 5 Configuration 
F32,7190,Zero Log - Slot 6 Configuration 
F32,7192,Zero Log - Slot 7 Configuration 
U16,7195,Bit #0 – Memory Fail
F32,7196,Kp for Ultra Low Viscosity Fluids on long tined forks
F32,7198,Kp for Ultra Low Viscosity Fluids on short tined forks
U32,7200,Hornet Firmware Checksum
F32,7202,Fixed Drive Gain for Simulation
F32,7204,Fixed LPO Filtered Amp for Simulation
F32,7206,Fixed RPO Filtered Amp for Simulation
U16,7208,Fieldbus TOT Target Mode1
U16,7209,Fieldbus TOT Actual Mode1
U16,7210,Fieldbus TOT Channel1
U16,7211,Fieldbus TOT Units1 (valid units associated with channel selection)
U16,7212,Fieldbus TOT SetTot1
U16,7213,Fieldbus TOT ModeTot1
U16,7214,Fieldbus TOT Target Mode2
U16,7215,Fieldbus TOT Actual Mode2
U16,7216,Fieldbus TOT Channel2
U16,7217,Fieldbus TOT Units2 (valid units associated with channel selection)
U16,7218,Fieldbus TOT SetTot2
U16,7219,Fieldbus TOT ModeTot2
U16,7220,Fieldbus TOT Target Mode3
U16,7221,Fieldbus TOT Actual Mode3
U16,7222,Fieldbus TOT Channel3
U16,7223,Fieldbus TOT Units3 (valid units associated with channel selection)
U16,7224,Fieldbus TOT SetTot3
U16,7225,Fieldbus TOT ModeTot3
U16,7226,Fieldbus AO Target Mode1
U16,7227,Fieldbus AO Actual Mode1
U16,7228,Fieldbus AO Channel1
U16,7229,Fieldbus AO PV Scale Units1 (valid units associated with channel selection)
U16,7230,Fieldbus AO Out Scale Units1 (valid units associated with channel selection)
U16,7231,Fieldbus DO Target Mode
U16,7232,Fieldbus DO Actual Mode
U16,7233,Fieldbus DO in channel
U16,7234,Fieldbus DO out channel
U16,7235,Fieldbus DI Target Mode
U16,7236,Fieldbus DI Actual Mode
U16,7237,Fieldbus DI channel
U32,7238,Bit #0 – Start Zero Cal
U16,7240,Display Security Options
A8,7241,NE-53 Revision (Software)
U16,7245,PA Communication Status
U32,7246,Temperature Rise Threshold for ADZ
F32,7248,Differential Return Mass Flow
F32,7250,Differential Return Mass Total
F64,7252,Differential Return Mass Total - Double
F32,7256,Differential API-corrected Volume Flow Rate
F32,7258,Differential API-corrected Volume Flow Total
F32,7260,Differential API-corrected Volume Flow Inventory
F32,7262,Differential API-corrected Volume Flow Auto Zero
F32,7264,Differential API-corrected Volume Flow Auto Zero Min Value
F32,7266,Differential API-corrected Volume Flow Auto Zero Max Value
F32,7268,Compensation Coefficient 1
F32,7270,Compensation Coefficient 2
F32,7272,Compensation Coefficient 3
F32,7274,Compensation Coefficient 4
F32,7276,Compensation Coefficient 5 (Second FCF)
F32,7278,Compensation Coefficient 6 (Second FCF Flow Rate 25%)
F32,7280,Compensation Coefficient 7 (Two-order compensation K)
F32,7282,Compensation Coefficient 8 (Two-order compensation B)
F32,7284,Simulation Mass Flow Rate for Compensation
A8,7296,NE-53 Revision (Hardware)
U16,7300,current filtered count  - UP
U16,7301,current filtered count - DOWN
U16,7302,current filtered count - LEFT
U16,7303,current filtered count - RIGHT
U16,7304,current conversion LTA  - UP
U16,7305,current conversion LTA  - DOWN
U16,7306,current conversion LTA  - LEFT
U16,7307,current conversion LTA  - RIGHT
U16,7308,conversion count setting - UP    (MSP param - write coil 509 to commit to NVM)
U16,7309,conversion count setting - DOWN    (MSP param - write coil 509 to commit to NVM)
U16,7310,conversion count setting - LEFT    (MSP param - write coil 509 to commit to NVM)
U16,7311,conversion count setting - RIGHT    (MSP param - write coil 509 to commit to NVM)
U16,7312,conversion gain setting - UP    (MSP param - write coil 509 to commit to NVM)
U16,7313,conversion gain setting - DOWN    (MSP param - write coil 509 to commit to NVM)
U16,7314,conversion gain setting - LEFT    (MSP param - write coil 509 to commit to NVM)
U16,7315,conversion gain setting - RIGHT    (MSP param - write coil 509 to commit to NVM)
U16,7316,touch threshold n (as n/128 of LTA) - UP    (MSP param - write coil 509 to commit to NVM)
U16,7317,touch threshold n (as n/128 of LTA) - DOWN    (MSP param - write coil 509 to commit to NVM)
U16,7318,touch threshold n (as n/128 of LTA) - DOWN    (MSP param - write coil 509 to commit to NVM)
U16,7319,touch threshold n (as n/128 of LTA) - RIGHT    (MSP param - write coil 509 to commit to NVM)
U8,7320,"LCD software rotation [ 0=0°,   1=90°,    2=180°,   3=270° ]"
U16,7330,bias current UP
U16,7331,bias current DOWN
U16,7332,bias current LEFT
U16,7333,bias current RIGHT
U16,7334,frequency divider UP
U16,7335,frequency divider DOWN
U16,7336,frequency divider LEFT
U16,7337,frequency divider RIGHT
U16,7338,display NVM slot 0
U16,7339,display NVM slot 1
U16,7340,display NVM slot 2
U16,7341,display NVM slot 3
U16,7342,logged number of press counts UP (write any value to clear to 0)
U16,7343,logged number of press counts DOWN (write any value to clear to 0)
U16,7344,logged number of press counts LEFT (write any value to clear to 0)
U16,7345,logged number of press counts RIGHT (write any value to clear to 0)
U16,7346,logged number of press counts ALL BUTTONS (write any value to clear to 0)
U16,7350,Installation Verification Start
A16,7351,Permanent License Key String
A16,7361,Temporary License Key String
U16,7371,ActionStartStop_CfgTot1
U16,7372,ActionStartStop_CfgTot2
U16,7373,ActionStartStop_CfgTot3
U16,7374,ActionStartStop_CfgTot4
U16,7375,ActionStartStop_CfgTot5
U16,7376,ActionStartStop_CfgTot6
U16,7377,ActionStartStop_CfgTot7
U16,7378,ActionStartStop_CfgInv1
U16,7379,ActionStartStop_CfgInv2
U16,7380,ActionStartStop_CfgInv3
U16,7381,ActionStartStop_CfgInv4
U16,7382,ActionStartStop_CfgInv5
U16,7383,ActionStartStop_CfgInv6
U16,7384,ActionStartStop_CfgInv7
U16,7385,WiFi Module Initialization State
U16,7386,WiFi Module Bootup Count
A32,7387,WiFi SSID
A32,7403,WiFi Pre-shared Key
U16,7419,WiFi Module Init Retries
U16,7420,Role Based Inactivity Timeout
A18,7423,WiFi Module Mac ID
U16,7432,WiFi IP Address Octet 1 - MSB
U16,7433,WiFi IP Address Octet 2
U16,7434,WiFi IP Address Octet 3
U16,7435,WiFi IP Address Octet 4 - LSB
U16,7436,WiFi communication timeout time(minutes)
U16,7437,"Display Type(0= No Display, 1= OIML Display, 2= Wi-Fi Display)"
U16,7438,Wi- Fi Channel
U16,7439,Antenna Value
U16,7440,Antenna Gain
U16,7441,Antenna Path
U16,7442,Antenna Type
U16,7443,Wi-Fi module boot loader version
U16,7444,WIFI Session Status
U16,7445,WIFI Login Status
A14,7466,"Temp Password, used for login purposes "
A14,7473,"Temp Role, used for login purposes "
A20,7480,Wi-Fi Redpine Firmware Version
U16,7517,NOC saved archive well number for well test
U16,7518,"Select mode for low flow cutoff based on PO amplitude (ETO36370) 0 = Average of RPO and LPO, 1 = PO with Minimum Amplitude"
U16,7581,Slot 32 Configuration Index
U16,7582,Slot 33 Configuration Index
U16,7583,Slot 34 Configuration Index
U16,7584,Slot 35 Configuration Index
U16,7585,Slot 36 Configuration Index
U16,7586,Slot 37 Configuration Index
U16,7587,Slot 38 Configuration Index
U16,7588,Slot 39 Configuration Index
U16,7589,Slot 40 Configuration Index
U16,7590,Slot 41 Configuration Index
U16,7591,Slot 42 Configuration Index
U16,7592,Slot 43 Configuration Index
U16,7593,Slot 44 Configuration Index
U16,7594,Slot 45 Configuration Index
U16,7595,Slot 46 Configuration Index
U16,7596,Slot 47 Configuration Index
U16,7597,Slot 48 Configuration Index
U16,7598,Slot 49 Configuration Index
U16,7599,Slot 50 Configuration Index
U16,7600,Slot 51 Configuration Index
U16,7601,Slot 52 Configuration Index
U16,7602,Slot 53 Configuration Index
U16,7603,Slot 54 Configuration Index
U16,7604,Slot 55 Configuration Index
U16,7605,Slot 56 Configuration Index
U16,7606,Slot 57 Configuration Index
U16,7607,Slot 58 Configuration Index
U16,7608,Slot 59 Configuration Index
U16,7609,Slot 60 Configuration Index
U16,7610,Slot 61 Configuration Index
U16,7611,Slot 62 Configuration Index
U16,7612,Slot 63 Configuration Index
U16,7677,Slot 32 Configuration Array Dim1 Index
U16,7678,Slot 33 Configuration Array Dim1 Index
U16,7679,Slot 34 Configuration Array Dim1 Index
U16,7680,Slot 35 Configuration Array Dim1 Index
U16,7681,Slot 36 Configuration Array Dim1 Index
U16,7682,Slot 37 Configuration Array Dim1 Index
U16,7683,Slot 38 Configuration Array Dim1 Index
U16,7684,Slot 39 Configuration Array Dim1 Index
U16,7685,Slot 40 Configuration Array Dim1 Index
U16,7686,Slot 41 Configuration Array Dim1 Index
U16,7687,Slot 42 Configuration Array Dim1 Index
U16,7688,Slot 43 Configuration Array Dim1 Index
U16,7689,Slot 44 Configuration Array Dim1 Index
U16,7690,Slot 45 Configuration Array Dim1 Index
U16,7691,Slot 46 Configuration Array Dim1 Index
U16,7692,Slot 47 Configuration Array Dim1 Index
U16,7693,Slot 48 Configuration Array Dim1 Index
U16,7694,Slot 49 Configuration Array Dim1 Index
U16,7695,Slot 50 Configuration Array Dim1 Index
U16,7696,Slot 51 Configuration Array Dim1 Index
U16,7697,Slot 52 Configuration Array Dim1 Index
U16,7698,Slot 53 Configuration Array Dim1 Index
U16,7699,Slot 54 Configuration Array Dim1 Index
U16,7700,Slot 55 Configuration Array Dim1 Index
U16,7701,Slot 56 Configuration Array Dim1 Index
U16,7702,Slot 57 Configuration Array Dim1 Index
U16,7703,Slot 58 Configuration Array Dim1 Index
U16,7704,Slot 59 Configuration Array Dim1 Index
U16,7705,Slot 60 Configuration Array Dim1 Index
U16,7706,Slot 61 Configuration Array Dim1 Index
U16,7707,Slot 62 Configuration Array Dim1 Index
U16,7708,Slot 63 Configuration Array Dim1 Index
F32,7709,Density Threshold for FDM autoswitching for ultra low viscosity hydrocarbons
F32,7711,Hysteresis for FDM autoswitching for ultra low viscosity hydrocarbons
U16,7713,"FDM ultra low viscosity hydrocarbon autoswitching mode (0=Off, 1=Auto, 2=Force to ultra low viscosity mode)"
U16,7715,External Pressure Option A
U16,7716,External Pressure Option B
U16,7717,ActionStartStop_External Pressure SW A
U16,7718,ActionStartStop_External Pressure SW B
F32,7719,External Pressure Input Fixed
F32,7721,External Pressure Input MAInput
F32,7723,External Pressure Input Poll
U16,7725,Ethernet PHY Physical Layer Compliance Mode
F32,7726,Input Flow Rate
F32,7728,Combined Flow Rate
F32,7730,4700 12V Input Voltage Measurement
U16,7732,"PHAT_RunDiskCmd (7070=format, 0=checkdisk, 7071=eraselog).  Reads back 0xFFFF until complete"
U16,7733,PHAT_DiskCmdResult
U16,7734,PHAT Log:  most recent index #
U16,7735,PHAT_MBIndex - Index for the PHAT log registers
U16,7736,PHAT Log: EventType
U32,7737,PHAT Log: Event Time
U32,7739,PHAT Log: Event Info 1
U32,7741,PHAT Log: Event Info 2
U16,7743,Bootloader Error Code
U32,7744,UI damped mass flow rate (ETO 41544)
